PseAAC1,PseAAC2,PseAAC3,PseAAC4,PseAAC5,PseAAC6,PseAAC7,PseAAC8,PseAAC9,PseAAC10,PseAAC11,PseAAC12,PseAAC13,PseAAC14,PseAAC15,PseAAC16,PseAAC17,PseAAC18,PseAAC19,PseAAC20
0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.08749999999999994
0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,-1.233333333333333
0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.1666666666666667,0.08333333333333333,0.0,0.0,0.1666666666666667,0.25,0.0,0.0,0.0,-0.7416666666666667
0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,-1.757142857142857
0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.04,0.04,0.0,0.0,0.16,0.08,0.08,0.2,0.04,0.0,0.0,0.04,-1.072
0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.25,0.0,0.125,0.0,0.0,-0.6125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,-0.2000000000000001
0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.125,-1.7
0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,-0.3444444444444444
0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.06666666666666661
0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,-0.9714285714285715
0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.1818181818181818,0.09090909090909091,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,-0.7363636363636364
0.125,0.125,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,-0.2625000000000001
0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.1428571428571428,0.07142857142857142,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,-1.3
0.0,0.0625,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0625,0.0,0.0,0.0625,0.25,0.0,0.0,0.0,0.0,-0.19375
